kill,abilityPower,armor,attackDamage,attackSpeed,healthMax,lifesteal,magicResist,movementSpeed,powerMax,y
-4,127,-64,16,-22,59,-9,-11,155,-929,1
-4,145,-44,13,-41,161,-9,-11,100,-854,1
-3,182,-40,68,19,72,-9,-10,55,-890,1
-5,170,-49,77,-11,91,-9,-34,202,-881,1
-5,53,-60,74,-16,-199,-10,-37,186,-1141,1
-5,85,-61,15,-140,-315,-10,-43,-77,-948,0
-8,157,-90,94,-155,-637,-11,-58,39,-1224,0
-7,132,-79,74,-24,-494,-11,-81,99,-1414,0
-8,71,-74,33,26,-679,-12,-84,353,-1809,0
-9,214,-125,45,10,-1092,-31,-89,202,-2016,0
-8,157,-136,71,-64,-889,-31,-112,31,-1905,0
-9,256,-146,62,14,-1333,-31,-116,136,-2028,0
-10,275,-141,114,63,-1151,-24,-138,417,-2072,0
-10,225,-137,62,38,-1402,-24,-137,-184,-2008,0
-10,283,-132,60,58,-1604,-31,-140,106,-2019,0
-11,163,-117,-5,51,-1769,-31,-147,-277,-2250,0
-11,167,-114,-8,-116,-2296,-31,-172,11,-2138,0
-13,207,-114,67,13,-2338,-31,-147,213,-2271,0
-13,307,-119,136,23,-2810,-31,-169,-130,-2348,0
-14,239,-114,140,73,-2713,-31,-168,-83,-2286,0
-13,165,-71,126,73,-2594,-31,-194,-49,-2364,0
-13,263,-66,158,-24,-2546,-31,-192,247,-2307,0
-14,199,-60,187,-81,-2670,-31,-165,351,-2181,0
-15,180,-67,192,39,-3032,-31,-167,548,-2365,0
-16,105,-104,55,77,-3582,-31,-178,331,-2622,0
-18,24,-126,41,47,-3446,-31,-198,-211,-2528,0
-18,147,-132,132,153,-3401,-31,-201,32,-2577,0
0,0,-7,0,0,-10,0,-4,5,308,1
0,3,-1,-2,-25,-85,0,-4,5,308,1
0,3,7,11,-25,-75,0,-4,62,365,1
1,4,-2,16,-40,-62,0,-7,1,427,1
2,23,-2,-9,-3,22,0,-7,-55,509,1
2,-18,0,-32,22,134,0,-6,-19,616,1
3,-19,8,-28,-51,422,0,-3,-20,1051,1
5,-28,25,40,-27,344,0,-6,-88,1112,1
7,12,27,-59,-2,556,-7,-4,9,1264,1
7,3,28,-57,-33,883,-7,-6,291,1341,2
7,3,43,-22,11,841,-6,-7,-3,1386,2
9,2,66,-2,-8,1163,-8,-4,-175,1506,2
11,19,97,6,-33,1362,-8,-30,-11,1536,2
12,36,97,16,-32,1687,-8,-37,-26,1541,2
14,46,108,51,48,2074,1,-29,571,1844,2
18,76,101,104,-41,1777,0,-10,190,1861,2
19,107,138,43,-95,2252,-1,6,637,1873,2
21,93,111,34,-74,1898,0,-6,41,1750,2
24,204,126,24,-75,2603,-1,2,57,1888,2
24,203,121,72,-135,2406,-1,34,26,1796,2
25,203,126,53,-82,2670,-1,36,648,1836,2
28,224,128,127,-85,2539,-1,9,-438,1827,2
27,313,205,253,-153,2901,-1,65,393,1784,2
30,327,158,191,-199,3103,0,24,-394,1856,2
33,502,169,297,-57,3485,-1,28,73,1950,2
35,485,175,268,-93,4035,-1,30,-28,1992,2
0,0,29,0,0,76,0,4,20,-877,1
0,-36,35,12,29,171,0,4,-61,-662,1
0,-36,51,14,28,169,0,4,-45,-682,1
-1,-40,40,8,29,87,0,6,-26,-913,1
-2,-42,47,5,44,-9,0,6,-84,-1003,1
-4,-69,43,-39,64,188,-7,9,9,-1015,1
-6,-73,39,-57,77,29,-7,9,95,-1145,1
-8,-142,43,-40,149,22,-7,10,260,-1514,1
-8,-139,30,-71,79,-296,-7,5,11,-1929,1
-9,-139,27,-76,142,-125,-7,7,73,-1961,1
-9,-123,36,-105,142,-94,-7,7,221,-2013,1
-11,-147,27,-97,109,-13,0,10,-148,-2074,1
-14,-202,27,-120,76,-52,0,10,170,-2680,1
-15,-195,23,-155,79,-134,0,9,-37,-2698,1
-17,-223,18,-164,75,-211,0,6,80,-2767,1
-19,-203,19,-164,175,-125,0,8,195,-2723,1
-19,-237,14,-171,189,53,7,11,190,-2610,1
-20,-232,6,-219,196,110,7,11,65,-2721,1
-24,-254,-3,-252,109,162,7,7,-76,-2833,0
-26,-281,-5,-248,123,155,7,7,467,-2823,1
-25,-331,-8,-257,136,589,7,15,-7,-2734,1
-29,-421,-22,-330,154,218,7,12,-113,-2897,0
-31,-357,-37,-331,164,151,7,9,53,-2937,0
0,0,-3,0,0,-45,0,-2,-5,299,1
1,-51,15,-8,34,-115,0,-2,-166,349,1
1,-51,87,-9,13,-133,0,18,-104,311,1
2,-51,87,-7,80,-144,0,17,-116,426,1
1,-31,83,-8,6,-272,0,14,-212,391,1
2,-31,75,1,43,-37,0,19,-64,632,1
4,-31,1,2,55,93,1,0,-75,741,1
4,-11,-12,43,28,-206,2,-6,-80,1212,1
4,27,1,53,-4,36,2,-2,114,1384,1
4,34,70,46,51,-86,2,14,-236,1296,1
4,34,-5,20,22,2,-5,-5,260,1288,1
5,32,-9,-2,9,182,-5,-6,-5,1529,1
5,32,20,4,-11,351,-5,-4,90,1581,1
6,32,141,6,42,277,-4,31,-365,1620,2
7,32,136,-8,88,199,-4,29,-78,1569,2
10,85,152,-53,136,208,-3,34,-534,1752,2
12,89,161,-21,167,536,-3,37,-311,2046,2
12,89,38,-15,138,619,-2,12,-63,2104,2
12,176,94,-9,101,800,6,38,20,2146,2
12,176,40,1,152,556,7,31,410,1980,2
13,136,94,-50,73,782,7,60,-66,1841,2
14,337,103,22,201,966,7,47,-211,1898,2
17,367,265,38,206,1066,7,128,242,2105,2
15,317,330,17,100,998,7,105,-546,2001,2
16,243,192,-20,15,1184,7,59,122,1729,2
16,223,172,-17,112,1291,7,62,-121,1813,2
16,188,194,-77,45,873,7,61,-95,1733,2
15,289,143,-78,38,397,7,52,-196,1549,2
15,289,422,-6,171,295,7,58,-277,1524,2
18,413,208,73,238,818,7,11,72,1782,2
18,413,206,73,116,818,7,11,-19,1782,2
0,0,13,0,0,19,0,-2,15,167,1
0,-33,-12,39,0,-12,0,4,20,167,1
1,-31,4,41,7,59,0,15,15,213,1
2,-31,4,49,-1,62,0,13,-40,243,1
4,-29,-9,70,-1,71,0,4,59,609,1
5,-9,0,75,20,282,0,7,-79,784,1
7,-27,8,68,-13,360,1,13,-270,351,1
8,0,4,84,12,129,8,10,173,565,1
8,0,-2,88,-7,322,8,30,-45,728,1
7,22,16,99,-43,316,14,39,108,750,1
6,-17,-39,141,-101,274,6,29,41,367,1
6,-37,-16,140,-105,442,6,41,-160,364,1
4,-18,-15,179,-109,380,-2,4,16,306,1
4,-25,-37,86,-120,-123,-3,2,-305,218,1
2,-25,-55,53,-177,-495,-4,-26,-192,108,1
2,-46,-79,61,-138,-762,-4,-49,-163,72,0
2,-46,-77,50,-181,-849,-4,-51,-247,38,0
2,-16,-80,76,-121,-1008,-4,-53,-123,354,0
2,-16,-96,55,-196,-1208,-11,-65,-207,249,0
1,-32,-26,79,-120,-1124,-11,-29,-537,302,0
2,-70,-26,84,-122,-1454,-10,-28,-130,-33,1
1,-96,1,76,-192,-1665,-10,-14,5,-10,0
-1,-221,-92,1,-141,-1929,-10,-66,-122,-254,0
-1,-399,-76,8,-148,-1923,-21,-31,69,-737,0
-3,-404,-116,12,-156,-2310,-21,-35,-103,-803,0
0,0,-14,0,0,-38,0,0,-35,168,1
0,-12,-26,15,-7,-193,0,8,-18,168,1
0,-12,-26,14,-10,-197,0,8,3,174,1
-1,-14,-28,12,3,-276,0,3,90,129,1
-1,-12,-29,9,3,-288,0,1,106,549,1
-2,-12,-32,16,30,-197,0,-5,83,734,1
-3,-34,-29,32,24,-390,0,-27,301,290,1
-1,-34,-40,17,92,-303,-1,-42,83,435,1
-1,-27,-31,42,35,385,6,-24,73,600,1
-3,26,-66,-89,30,-150,-9,-38,98,430,1
-3,-11,-36,32,47,-145,-2,-26,32,444,1
-1,-49,-53,21,38,-200,-3,-29,93,455,1
-2,-31,-21,52,66,-66,-3,-4,244,490,1
1,-31,-19,60,73,1,4,-3,-2,528,1
2,-6,-9,118,140,107,3,-10,43,537,1
4,14,6,122,73,216,-4,0,-328,548,1
4,-11,-8,134,214,-172,-4,-11,102,567,1
6,-11,13,172,87,-12,-4,-1,25,562,1
6,2,-122,160,80,92,-4,-153,736,556,1
11,20,47,168,87,596,-4,-43,-176,751,2
14,24,29,171,314,780,-4,-63,235,840,2
15,24,95,203,273,792,-4,-40,212,840,2
0,0,-36,0,0,-212,0,-6,-15,421,1
-1,32,-18,-74,5,-292,0,-14,106,421,1
-1,32,-18,-85,6,-276,0,-15,-15,471,1
-3,32,-19,-116,-64,-268,0,-19,-44,724,1
-3,52,-24,-109,-5,-320,0,-24,-112,715,1
-3,52,-19,-117,-15,-459,0,-24,45,847,1
-3,52,-19,-122,2,-197,0,-21,-25,1134,1
-2,72,35,-197,-12,-195,-1,-18,24,1596,1
-3,72,31,-246,11,-444,-1,-26,41,1660,0
-2,72,31,-180,13,-142,-1,-23,-160,1834,1
-3,72,28,-271,-26,-159,-2,-21,-319,1831,0
-2,112,33,-258,-1,-41,-1,-19,-182,1954,0
-3,112,38,-308,-6,-110,-1,-28,-44,1995,0
-4,132,52,-281,40,-78,0,-20,375,2321,1
-6,139,36,-308,35,-207,0,-30,-163,2277,0
-8,183,43,-403,27,-216,-1,-34,-80,2228,0
-8,183,72,-485,31,-423,-1,-34,-5,2294,0
-9,183,68,-520,25,-615,-1,-34,-59,2279,0
-9,247,46,-473,93,-437,-2,-40,-104,2322,0
-9,247,39,-556,34,-524,-2,-42,-251,2347,0
-9,268,43,-477,-6,-338,-2,-40,-156,2379,0
-9,268,49,-516,46,-133,-2,-39,-359,2428,0
-7,284,92,-598,-4,108,-2,-24,-133,2511,0
-7,300,99,-536,-8,21,6,-32,5,2698,0
-8,300,144,-558,-56,224,6,-31,-1,2958,0
-8,379,172,-563,-35,359,5,-29,-13,2997,0
-12,379,149,-721,-33,-81,15,-41,-223,2866,0
-12,240,94,-899,-32,113,15,-40,-151,2907,0
-12,240,78,-974,18,-35,16,-45,-140,2850,0
-12,304,113,-1016,-32,266,16,-43,-105,2927,0
-12,400,98,-888,-32,286,16,-43,-165,2927,0
-14,533,171,-976,-83,92,17,-49,-32,2918,0
-14,533,153,-975,-106,775,17,-34,-249,3121,0
-15,533,126,-1083,-88,433,17,-48,141,2992,0
-15,533,131,-1024,-92,778,18,-47,-292,3401,0
-15,581,142,-949,-86,1014,18,-44,-67,3497,0
-15,428,210,-1349,-85,987,18,-48,-324,3406,0
-20,428,219,-1297,-88,905,18,-50,-428,3346,0
0,0,11,0,0,-5,0,9,10,-63,1
0,-21,-2,36,3,37,0,25,12,-63,1
0,-13,0,38,10,108,0,26,105,-35,1
2,-21,11,50,30,328,0,31,-628,-151,1
3,-21,31,68,20,405,7,35,-104,-481,1
2,19,29,76,72,173,7,34,154,-698,1
3,9,26,77,60,192,8,32,-72,-764,1
5,-1,37,85,124,375,8,36,-121,-855,1
6,-3,36,85,94,168,9,60,-10,-1321,1
6,-3,49,95,133,473,9,65,-10,-1332,1
8,-1,28,140,107,794,8,35,-55,-1798,2
10,10,63,251,138,1249,11,45,-233,-1653,2
6,-26,14,240,172,1012,10,29,42,-2151,1
6,-66,1,237,103,936,10,22,-211,-2539,1
9,-53,10,240,136,1184,11,26,-153,-2563,2
11,-46,80,262,150,1197,12,60,157,-2514,2
13,-45,81,252,215,1205,12,62,61,-2613,2
0,0,23,0,0,10,0,7,35,-552,1
0,-68,23,44,-8,80,0,15,37,-552,1
0,-68,23,44,-9,87,0,16,37,-584,1
0,-65,22,48,10,123,0,19,-23,-796,1
0,-57,23,32,2,180,0,22,-73,-980,1
0,15,22,55,-29,-50,0,22,-5,-1173,1
1,25,24,18,-25,-16,-1,24,-27,-1304,1
1,27,30,23,-52,226,-1,28,-23,-1619,1
1,26,27,22,-47,165,0,29,74,-1808,1
3,-3,30,23,-95,267,1,30,142,-1812,1
3,-3,44,99,-35,571,1,37,223,-1894,1
5,20,6,79,-22,884,2,14,-154,-2110,1
5,60,26,95,77,1142,1,17,153,-2361,2
4,23,23,81,93,1042,1,20,73,-2534,1
3,81,21,79,103,1162,-1,20,134,-2677,1
4,43,31,60,36,1239,7,50,169,-2977,2
7,68,-3,72,64,959,0,54,-48,-2965,2
9,20,19,64,69,1334,0,54,304,-3121,2
9,63,65,74,65,1780,0,96,200,-3121,2
11,94,56,53,77,1907,-8,95,-9,-3231,2
15,100,65,71,88,2397,-6,98,-281,-3189,2
16,100,74,73,144,2536,-6,89,-100,-3189,2
16,205,117,140,181,3034,-6,155,303,-3265,2
20,233,129,122,124,3192,-7,161,240,-3226,2
0,0,20,0,0,91,0,2,-10,-7,1
-1,-31,13,3,9,-39,0,-8,70,-7,1
-1,-32,97,-14,57,-61,0,22,-104,-12,1
-1,-34,26,-20,9,-114,0,3,-166,-133,1
-1,-39,96,-18,77,-122,0,24,-36,-147,1
0,-42,18,-12,-3,62,0,-1,-39,-89,1
0,-43,29,-5,41,-157,0,7,-159,-58,1
0,-45,22,10,16,-579,0,3,-5,-198,1
-1,-27,24,11,-5,-300,0,-6,20,-101,1
0,-30,10,28,-58,-392,-6,-16,-25,-184,1
-1,-85,34,0,-58,-435,-6,14,-100,-282,1
-1,-131,-2,20,-67,-677,-5,-38,-111,-415,1
0,-92,32,30,-3,-388,-12,-12,-43,-349,1
-1,-94,42,-4,-27,-135,-13,12,-66,-368,1
-1,-98,-28,8,-31,-575,-12,-33,104,-221,1
0,-103,-39,12,-27,-405,-11,-35,-94,-194,1
-1,-118,20,-6,-7,-510,-11,-3,102,-236,1
-2,-128,-3,-22,33,-665,-11,-71,503,-300,1
-2,-255,124,-22,-17,-584,-10,-74,-93,-602,1
-3,-275,-44,-18,-14,-854,-10,-136,-100,-786,0
-3,-295,-41,-89,-16,-1022,-9,-137,-21,-887,0
-5,-359,-15,-3,48,-1276,-9,-102,-344,-765,0
-8,-341,-5,-20,-13,-1647,-9,-72,-85,-896,0
-8,-477,-88,-111,-24,-2403,-9,-136,-16,-1091,0
-6,-640,176,-105,213,-2202,-9,1,275,-1002,1
-7,-592,-175,-82,32,-2493,-9,-126,-432,-1384,0
-7,-540,-183,-46,67,-2182,-9,-112,-55,-1349,0
-9,-608,-107,7,-18,-2042,-9,-60,109,-1351,0
-9,-610,-113,-12,-15,-1992,-9,-58,48,-1311,0
-9,-610,-190,-15,-11,-2249,-9,-118,427,-1422,0
-9,-884,-138,-159,-12,-2138,-9,-74,201,-1415,0
-10,-868,-135,-178,84,-2841,-2,-69,279,-1814,0
-13,-873,-142,-182,-26,-3060,-2,-56,123,-1978,0
0,0,-6,0,0,-154,0,-2,-50,242,1
0,39,-6,-26,-13,-249,-9,-2,303,242,1
0,44,-6,-26,-14,-250,-9,-2,-50,272,1
0,36,-6,-28,-15,-266,-9,-4,-95,412,1
-2,69,-27,-35,-57,-286,-9,-6,-139,321,1
-1,92,-12,-42,-39,-210,-9,-5,-83,298,1
-2,38,-17,-52,-56,-467,-9,-8,-11,-41,1
-1,42,-13,-51,-65,-380,-9,-7,-95,268,1
0,41,-53,-49,-138,-1003,-14,-72,-363,542,0
-1,10,-14,-54,-30,-719,-14,-31,-62,456,0
-1,93,-13,-118,-106,-463,-14,-32,28,513,0
-1,93,-22,-108,-99,-663,-14,-36,-186,401,0
-2,93,-23,-103,-97,-672,-13,-34,-290,396,0
-1,105,-20,-133,-99,-639,-13,-34,-101,454,0
-2,131,-16,-130,-102,-737,-16,-58,-101,182,0
-3,118,-33,-167,-128,-1152,-23,-64,-59,25,0
-6,163,-61,-169,-144,-963,-23,-89,-35,14,0
-5,101,-65,-197,-164,-1036,-23,-93,12,-98,0
-6,131,-61,-193,-162,-932,-23,-92,-90,235,0
-10,125,-69,-214,-257,-1012,-22,-121,-283,193,0
-10,142,-69,-192,-173,-1012,-22,-121,317,193,0
0,0,5,0,0,-141,0,0,-10,513,1
0,33,-7,7,23,-71,-9,0,-10,513,1
0,33,9,8,28,-54,-9,0,-10,498,1
0,33,-5,6,-126,-55,-9,0,60,374,1
-1,57,-4,-34,39,-102,-9,-1,58,265,1
-1,57,-16,-8,53,-6,-9,-3,15,115,1
-1,28,5,14,37,237,-9,2,-35,153,1
-1,28,-6,3,87,147,-9,-1,-63,55,1
-2,14,-7,7,33,164,-14,0,431,-71,1
-3,54,-19,5,103,313,-14,-14,-84,-45,1
-5,35,-26,-11,76,-377,-14,-5,-143,-279,1
-4,8,-8,-21,97,-78,-14,1,-113,-206,1
-5,-12,-31,-13,72,-255,-7,-21,-153,-326,1
-6,10,-28,-29,95,-583,-7,-5,-113,-446,1
-6,10,-29,-19,104,-443,0,-1,-138,-357,1
-6,20,-10,-47,118,-533,0,2,4,-432,1
-7,30,-11,-37,127,-620,0,1,-86,-510,1
-10,30,-16,-40,35,-834,7,-2,403,-609,1
-11,27,-58,-35,130,-943,7,-25,-86,-727,1
-12,-18,-69,4,53,-1151,7,-27,-133,-839,0
-12,-123,-142,-68,109,-1214,7,-27,-348,-868,0
-12,-123,-149,-67,141,-1346,2,-30,-435,-976,0
-16,-285,-223,-76,89,-1114,2,-82,-1,-1078,0
-16,-273,-162,-82,128,-1420,2,-31,-119,-1226,0
-20,-299,-175,-136,-22,-1606,9,-37,-480,-1369,0
-20,-354,-193,-151,70,-1072,9,-38,-131,-1763,0
-22,-234,-329,-58,-79,-1211,9,-35,-344,-1700,0
-23,-426,-327,62,84,-571,20,-35,-85,-1749,1
-23,-496,-346,30,111,-700,20,-38,-87,-1844,1
0,0,-8,0,0,28,0,6,40,68,1
0,33,-14,-12,9,18,0,14,35,68,1
0,33,-14,-10,-22,11,0,14,51,124,1
0,33,-15,-11,7,11,0,14,58,124,1
1,33,-12,-14,10,109,0,15,-300,365,1
1,35,-12,-28,8,131,0,16,-16,260,1
-1,55,3,-3,-25,27,-1,15,110,368,1
-1,55,0,-5,-1,-47,-8,12,-176,62,1
0,55,11,-34,-19,71,-14,17,100,151,1
0,75,-1,-17,-9,-187,-14,14,85,298,1
-1,77,-6,6,-160,-359,-15,12,11,267,0
0,79,-3,73,-34,-248,-13,14,-24,199,1
0,79,6,-57,-9,47,-14,17,-5,-30,1
-3,144,12,-8,-107,-151,-16,13,-60,-197,0
-4,159,18,-26,-141,-498,-16,8,-69,-345,0
-4,143,75,-75,-83,-146,-16,33,41,-314,1
-5,123,61,-56,-83,-516,-15,26,-79,143,0
-7,105,56,-95,-124,-491,-16,27,3,92,0
-10,50,52,-85,-185,-736,-17,23,76,22,0
-10,72,-7,-126,-109,-786,-17,21,-166,-411,0
-14,54,-6,-174,-331,-784,-17,22,-156,-419,0
-14,72,-12,-123,-112,-904,-17,20,-226,-459,0
0,0,-47,0,0,-90,0,-4,5,-237,1
-1,0,-48,-47,33,-80,0,-15,536,-249,1
-1,0,-55,-42,11,-73,-4,-15,107,-254,1
-2,3,-56,-51,18,-166,-3,-24,98,-258,1
-2,3,-57,-60,31,-159,0,-25,27,-275,1
-3,3,-55,-71,-70,-262,-9,-26,-96,-249,0
-3,3,-53,-67,53,-166,0,-26,20,-64,1
-4,-24,-64,-61,12,-185,-6,-37,30,-101,1
-4,-26,-13,-115,45,-79,-5,9,-93,-316,1
-4,-20,-25,-102,-20,-324,-5,4,-61,-511,1
-2,-25,-32,-78,-14,-190,-6,-8,5,-435,1
-3,-15,-29,-83,47,-390,14,-8,-226,-444,1
-3,-42,-53,-120,69,-335,10,7,-316,-216,1
-4,-24,-41,-107,13,-320,3,19,40,-179,1
-3,-29,-60,-112,296,-570,3,2,-89,-512,1
-4,-30,-59,-74,13,-264,5,1,-323,-509,1
-4,-5,-107,-174,23,-364,7,14,-91,-929,1
-5,10,-127,-184,77,-416,7,-10,-302,-940,0
-5,-42,-136,-148,18,-796,5,-17,-154,-998,0
-8,-42,-248,-123,-33,-898,-5,-69,-743,-1001,0
-10,-25,-192,-142,77,-1047,7,-38,-121,-1030,0
-10,-25,-189,-142,60,-1012,7,-38,-368,-1044,0
-10,-38,-195,-161,49,-1467,7,-41,-406,-517,0
-11,-38,-184,-207,26,-1755,7,-45,-86,-605,0
-15,-175,-201,-253,21,-2143,7,-51,-95,-543,0
-16,-175,-207,-259,18,-2283,7,-54,-155,-602,0
0,0,-6,0,0,-68,0,-4,20,544,1
0,47,7,-25,13,5,0,-12,-333,544,1
0,50,7,-25,8,11,0,-13,20,534,1
0,44,11,-22,18,85,0,-14,-204,580,1
-1,50,14,-29,28,114,0,-13,50,670,1
-1,16,13,-64,-2,-58,0,-12,29,705,1
-1,50,4,-75,-8,-251,-1,-15,24,666,1
-1,3,1,-76,-8,154,-1,-13,123,493,1
-2,8,6,-76,-7,504,-1,-11,296,523,1
-2,4,-5,-109,12,200,-2,10,-52,389,1
-2,56,-19,-100,88,17,-2,10,21,729,1
-3,81,-22,-92,63,132,-2,9,253,723,1
-3,28,-15,-105,81,-78,-2,7,78,646,1
-3,65,0,-97,72,-95,-3,5,398,584,1
-4,0,34,-154,80,-518,4,11,21,600,1
-4,15,18,-157,48,-577,4,-20,211,596,1
-7,-35,-9,-203,30,-828,4,-20,-20,388,0
-8,-39,0,-222,39,-848,3,-14,-86,844,0
-7,-35,-20,-215,41,-978,-4,-64,-113,765,0
-7,-51,29,-210,47,-508,-4,-45,-34,853,0
-5,-106,-14,-215,46,-951,-5,-104,-81,757,0
-5,-139,34,-249,69,-161,-5,-81,-129,1149,0
-5,-133,0,-296,60,-595,-5,-80,167,977,0
-5,-109,97,-251,108,-777,-6,-55,-474,1221,0
-5,-134,61,-308,146,-1013,-6,-91,-203,1288,0
-6,-116,42,-310,123,-1073,-16,-108,164,1157,0
-6,-116,125,-297,48,-924,-16,-54,111,1166,0
-5,-124,164,-306,76,-622,-16,-93,-425,1501,0
-7,-98,232,-304,62,-709,-16,-42,210,1556,0
-5,-108,196,-268,135,-410,-16,-94,-73,1645,0
-4,-80,227,-312,124,-283,-16,-93,-201,1666,0
-3,-47,229,-281,65,-4,-16,-70,-51,1693,0
-2,-52,294,-314,159,155,-16,17,111,1967,2
-3,16,233,-292,68,90,-16,-46,395,1903,1
-3,-8,198,-297,192,-198,-16,-73,-11,1763,0
-4,-177,286,-283,146,-42,-16,-18,32,1823,2
0,-156,247,-310,62,390,-16,20,-163,1890,2
0,256,219,-67,109,852,-16,-34,-6,1808,2
2,331,278,-65,75,992,-16,21,-18,1830,2
4,307,293,-53,24,990,-16,35,-148,1830,2
0,0,-32,0,0,-173,0,-2,20,-48,1
0,18,-32,-40,16,-268,0,-2,20,-43,1
0,18,-32,-37,56,-268,0,-2,-76,-43,1
0,18,-38,-50,10,-375,0,-4,6,-134,1
0,18,-40,-38,87,-397,0,-8,148,-185,1
-1,18,-49,-65,18,-242,0,-6,-5,-229,1
-1,18,-73,-72,44,-443,0,-10,-5,-305,1
-2,18,-47,-46,9,-455,1,-12,13,-358,1
-2,18,-46,-29,22,-680,1,-37,-339,-310,1
-3,18,-94,-24,72,-1054,1,-66,97,-433,1
-4,18,-116,-90,38,-1201,2,-66,-53,-352,0
-4,23,-131,-31,84,-1450,9,-84,95,-494,0
-3,23,-119,-34,127,-1189,10,-80,-135,-433,1
-4,23,-117,-83,132,-1146,10,-109,64,-398,0
-5,-26,-137,-9,117,-1424,17,-120,-50,-497,0
-5,-26,-115,-92,-27,-1369,18,-116,67,-483,0
-5,-31,-118,21,-23,-1725,19,-114,34,-515,0
-7,-31,-99,13,-10,-1564,19,-78,238,-526,1
-9,-54,-100,-5,12,-2351,19,-79,-66,-865,0
-8,-39,-176,-54,51,-2204,20,-82,193,-919,0
-8,-39,-127,3,136,-2479,27,-70,-428,-913,0
-12,-83,-244,-77,39,-2703,27,-144,-301,-1079,0
-15,-40,-189,-15,49,-3155,27,-129,-259,-1058,0
-14,-179,-239,-51,-3,-3240,27,-174,-111,-1144,0
-11,-73,-283,100,103,-3044,11,-192,-719,-1068,0
-12,-34,-346,122,79,-3496,28,-219,-607,-1088,0
-14,-12,-298,159,23,-3639,28,-211,-725,-1046,0
-15,11,-250,154,99,-3789,35,-216,-516,-1365,0
-15,11,-380,212,72,-3701,35,-226,-577,-1328,0
-18,3,-182,200,29,-4690,35,-170,-377,-1414,0
-20,-203,-297,4,21,-5403,35,-260,-317,-1707,0
-23,-213,-291,3,50,-5593,35,-254,-474,-1726,0
0,0,36,0,0,4,0,4,15,94,1
0,-53,42,35,-13,-91,0,4,7,94,1
0,-53,42,36,7,-95,0,4,-59,101,1
0,-56,37,32,-12,-82,0,6,-155,128,1
-1,-50,31,57,16,-240,0,5,-139,125,1
-1,-39,13,50,2,-549,0,-20,-69,162,1
-1,-30,23,58,-22,-296,0,-14,167,236,1
-1,-45,4,21,-65,-531,0,-23,-69,270,1
-2,-47,-9,52,5,-814,0,-26,-158,193,1
-3,-82,2,73,-108,-613,7,-20,-79,249,1
-4,-152,-18,66,-87,-1056,6,-29,-114,96,1
-5,-173,-15,74,-82,-960,6,-26,-218,181,1
-7,-188,-48,88,-84,-1119,5,-50,-265,418,0
-8,-188,-55,84,-105,-1291,4,-49,-26,399,0
-9,-205,-53,90,-112,-1210,-2,-24,-33,461,0
-9,-260,-45,10,-89,-1897,-9,-28,-221,57,0
-9,-375,-41,34,-80,-1777,-10,-27,-55,376,0
-11,-376,-58,80,-181,-2116,-10,-32,-156,264,0
-14,-323,-58,41,-128,-2201,-11,-30,-252,308,0
-13,-303,-44,8,-77,-1901,-11,-26,-139,496,0
-13,-480,-52,-31,-131,-2400,-11,-27,-124,443,0
-14,-439,-99,-32,-126,-2157,-10,-25,-5,572,0
-17,-569,-107,9,-160,-2215,-3,-27,-159,541,0
-19,-546,-94,-53,-121,-2252,-2,-26,9,287,0
-19,-546,-94,-38,-121,-2252,-2,-26,5,287,0
0,0,27,0,0,118,0,2,15,-161,1
0,-27,34,21,-3,258,0,12,-15,-161,1
0,-27,21,22,-3,267,0,2,-65,-186,1
0,-27,21,22,2,336,0,4,-153,-133,1
-1,-27,26,16,-2,194,0,13,-127,-292,1
-1,-27,18,57,-39,47,0,9,-216,-749,1
-1,-18,-6,36,-69,245,0,3,-56,-666,1
-1,-47,10,36,-47,528,0,15,-152,-584,1
-2,-54,-2,41,39,508,0,5,-109,-574,1
-5,-126,-6,38,-43,471,-1,10,75,-514,1
-4,-146,-2,-9,-60,886,-7,5,-313,-279,1
-5,-148,-21,-3,-97,506,-8,1,-166,-390,1
-5,-170,58,-6,-67,830,-7,54,-153,-406,1
-6,-244,45,-12,-61,844,-7,49,-149,-759,1
-6,-246,-2,2,-58,621,-8,28,-27,-645,1
-7,-273,22,-5,-107,515,-9,49,-55,-651,1
-8,-270,-10,-61,-107,662,-9,27,-156,-653,1
-9,-278,-30,-21,-110,727,-8,25,111,-538,1
-10,-351,-5,-100,-52,601,-7,53,-357,-427,1
-12,-351,-51,-112,-79,444,-8,28,-150,-404,1
-17,-349,-56,-117,-81,294,-9,27,-27,129,0
-17,-349,-20,-117,-81,294,-9,50,-27,129,1
0,0,-21,0,0,-144,0,0,-10,9373,1
0,37,-27,-46,-22,-166,0,0,-340,9373,1
0,37,-27,-46,-52,-173,0,0,36,9355,1
0,38,-23,-44,-90,-97,0,1,10,9334,1
1,34,-25,-50,-16,-186,0,-2,270,9262,1
1,38,-20,-69,-76,72,-7,-1,41,9422,1
1,38,-19,-55,-8,77,0,0,48,9372,1
3,78,-12,-75,3,316,0,4,-179,9395,1
3,98,-27,-75,-76,-47,0,-4,320,9287,1
6,69,-6,-71,72,276,0,2,126,9467,1
6,77,0,-34,-26,465,-1,5,-87,9131,1
7,88,-3,-77,21,400,-1,4,-34,9047,1
7,136,-6,-69,-103,757,0,3,208,8919,2
6,71,-62,-35,-118,850,14,-26,318,8859,1
8,71,-10,-55,-41,948,14,6,217,8535,2
